Zip,ICS,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
91423,531210,2008,63,2,1.0,0,2,0,1,1,1,2008,125537,1,50000,50000,25000
94087,531110,2007,51,1,1.0,2,3,1,1,1,1,2007,60407,1,21268,25000,12500
90019,531210,2007,55,1,2.0,3,3,1,0,0,4,2007,150000,1,117631,150000,127500
94010,531311,2008,84,2,1.0,0,2,0,1,1,1,2009,80606,0,0,40000,20000
95127,531210,2007,240,3,1.0,1,0,1,1,0,1,2007,318000,0,0,318000,318000
94558,531210,2007,240,12,1.0,15,0,1,1,0,1,2007,1655000,0,0,1655000,1655000
95014,531312,2008,89,4,2.0,1,4,0,1,2,1,2008,10000,1,8828,10000,8500
90292,532230,2008,48,7,1.0,0,7,0,1,2,1,2008,50000,1,36524,50000,42500
93001,531210,1999,300,10,1.0,0,0,1,1,2,1,1999,180000,0,0,180000,135000
94536,532111,2007,60,4,1.0,4,4,1,1,0,1,2007,50000,0,0,50000,25000
95828,531210,2007,240,50,1.0,50,0,1,1,0,1,2007,1583000,0,0,1583000,1583000
94514,531210,2008,84,4,1.0,0,4,0,1,1,1,2008,34520,0,0,10000,5000
90703,531311,2008,70,2,1.0,1,2,1,1,1,1,2007,51400,1,47461,50000,25000
91321,532490,2008,84,2,1.0,0,2,0,1,1,1,2008,34433,0,0,12000,6000
91732,531390,2008,51,4,1.0,0,4,1,1,1,1,2007,70000,1,29181,30000,15000
93401,531210,2008,12,4,2.0,0,4,1,2,1,1,2007,47499,0,0,25000,12500
94044,531311,2008,53,3,1.0,0,3,1,1,1,1,2007,75873,1,28835,30000,15000
92103,531190,1999,240,34,1.0,10,34,1,1,2,1,2000,523000,0,0,588000,588000
93004,531390,2008,84,1,1.0,0,1,1,1,1,1,2007,148180,0,0,50000,25000
95132,531210,1999,240,10,1.0,0,10,15710,1,2,1,1999,1000000,0,0,1000000,1000000
95126,531210,2008,61,2,1.0,3,2,1,1,1,1,2007,238500,1,99000,100000,50000
92844,532111,2008,84,20,1.0,0,20,1,1,1,1,2007,98653,0,0,50000,25000
90254,531210,2008,240,3,1.0,4,0,1,1,0,1,2008,675000,0,0,675000,675000
91436,531311,2008,84,3,1.0,2,5,1,1,1,1,2007,129972,0,0,50000,25000
90745,532230,2008,59,5,1.0,0,5,1,1,1,1,2007,175524,1,49915,50000,25000
90501,532299,2008,25,3,1.0,1,4,1,1,1,1,2007,117103,1,28821,50000,25000
91789,532230,2008,25,1,2.0,0,1,0,1,2,1,2008,20000,1,9481,20000,17000
91041,531390,2008,62,3,2.0,0,3,0,1,3,1,2008,15000,1,10000,10000,5000
91723,531210,2008,240,20,1.0,10,0,1,1,0,1,2008,201000,0,0,201000,201000
94086,531190,1999,120,3,1.0,1,3,1,1,0,1,1999,36000,0,0,36000,28800
92037,531311,2008,84,3,1.0,0,3,0,1,1,1,2008,33739,0,0,20000,10000
95620,532412,1999,60,1,2.0,0,0,1,1,0,2,1999,78800,0,0,86400,69120
90503,531311,2008,115,1,1.0,0,1,0,1,2,1,2008,20000,1,19694,20000,17000
90029,531320,2008,106,1,1.0,1,1,0,1,2,1,2008,12500,1,11739,12500,10625
95695,531320,2008,51,1,1.0,0,1,1,2,1,1,2007,46482,1,16463,36000,18000
92345,531210,1999,300,11,1.0,3,0,1,1,0,1,1999,212400,0,0,212400,159300
95123,531210,2008,120,2,2.0,7,2,0,1,2,1,2008,12500,0,0,12500,10625
90045,532111,1999,300,12,1.0,4,8,1,1,0,1,1999,405000,0,0,405000,303750
90006,532230,1999,300,30,1.0,5,30,1,1,0,1,1999,297000,0,0,297000,222750
94609,532112,1999,120,3,1.0,0,2,1,1,0,1,1999,180000,0,0,180000,135000
92109,531110,2008,84,6,1.0,1,6,1,1,1,1,2007,37725,0,0,30000,15000
91361,531312,2008,240,3,1.0,2,3,1,1,0,1,2008,364000,0,0,364000,364000
90210,531311,2008,84,14,1.0,0,14,0,1,1,1,2008,83943,0,0,30000,15000
95482,531311,2008,66,2,1.0,35,2,1,2,1,1,2007,53371,1,22050,24000,12000
91710,531120,2008,240,18,1.0,1,0,1,1,0,1,2008,365000,0,0,365000,365000
91730,531311,2008,35,4,1.0,0,4,1,1,1,1,2007,79937,1,27181,30000,15000
94109,531210,1999,21,2,1.0,2,2,1,1,1,1,1999,15000,1,13333,15000,7500
91042,531210,2008,37,2,1.0,2,2,0,1,2,1,2008,20000,1,12035,20000,17000
91206,532299,2008,84,15,1.0,2,2,1,1,1,1,2009,7500,0,0,5000,2500
91206,532299,2008,120,15,1.0,2,2,1,1,0,1,2008,910000,0,0,910000,682500
95926,531110,2008,84,3,1.0,3,6,1,1,1,1,2008,123799,0,0,50000,25000
92707,532111,1999,300,10,1.0,0,10,1,1,0,1,1999,526500,0,0,526500,394875
92101,532292,2008,63,1,2.0,2,1,0,1,2,1,2008,25000,1,22206,25000,21250
92037,531120,1999,301,6,1.0,6,6,1,1,0,1,1999,708000,0,0,708000,531000
91355,531320,2008,240,5,1.0,1,5,1,1,0,1,2008,165000,0,0,165000,165000
90211,531311,2008,114,2,1.0,1,2,0,1,2,1,2008,10000,0,9932,10000,8500
85008,531311,2008,120,5,1.0,0,5,1,1,0,1,2008,575000,0,0,575000,431250
92683,531320,2008,84,5,1.0,0,5,0,1,1,1,2008,151463,0,0,100000,50000
92056,531210,2008,240,3,1.0,1,3,1,1,0,1,2008,296000,0,0,296000,296000
92003,531390,2008,84,2,2.0,0,2,0,1,2,1,2008,308500,0,0,308500,231375
91602,532420,2008,55,2,1.0,1,2,0,1,2,1,2008,5000,1,4149,5000,4250
94115,532230,1999,300,4,2.0,4,4,1,1,0,1,1999,450000,0,0,450000,337500
91761,532490,2008,240,4,1.0,8,4,1,1,0,1,2008,820000,0,0,820000,820000
94612,531210,2008,93,49,1.0,0,20,1,1,0,1,2008,150000,1,135645,150000,127500
95842,532230,1999,93,3,2.0,0,0,1,1,0,2,1999,65000,1,63024,65000,52000
91423,532230,1999,120,16,1.0,0,0,1,1,2,1,1999,320000,0,0,320000,240000
93706,532111,1999,300,3,1.0,0,0,1,1,2,1,1999,38000,0,0,38000,30400
93449,532230,1999,56,1,1.0,3,1,1,1,0,1,1999,95000,1,72182,95000,76000
94080,532299,2008,143,20,1.0,10,20,1,1,0,1,2008,639400,0,0,639400,479550
92020,532412,2008,102,12,1.0,0,12,1,1,0,1,2008,1375000,1,573429,1375000,1031250
92154,531190,2008,240,20,1.0,10,20,1,1,0,1,2009,1682000,0,0,1682000,1682000
96022,532230,2000,300,4,1.0,4,4,1,1,0,1,1999,180000,0,0,180000,135000
93063,532490,2008,240,5,1.0,1,5,1,1,0,1,2008,658000,0,0,658000,658000
92504,531110,2000,240,102,1.0,23,102,1,1,2,1,2001,771000,0,0,771000,771000
90028,532310,2008,120,12,1.0,0,12,1,1,0,1,2008,750000,0,0,750000,562500
93433,532292,2008,36,15,1.0,0,15,1,2,0,1,2008,50000,0,0,50000,25000
90605,531210,2008,46,7,1.0,2,2,1,1,1,1,2008,200000,1,92701,100000,50000
90066,532210,2009,84,1,1.0,0,1,0,1,1,1,2009,50000,0,0,25000,12500
90731,531312,2009,63,2,1.0,0,2,0,1,1,1,2009,60858,1,21398,25000,12500
95136,531312,2009,120,2,2.0,4,2,0,1,2,1,2008,10000,0,0,10000,8500
92109,532292,2009,108,20,1.0,0,20,0,1,2,1,2009,2000000,0,0,2000000,1500000
91321,532120,2008,60,1,2.0,3,2,1,1,0,1,2008,130000,0,0,130000,65000
93551,531210,2009,92,2,1.0,2,2,0,1,2,1,2009,7500,1,6525,7500,6375
90755,532210,2008,84,9,1.0,2,7,1,1,0,1,2008,460000,0,0,460000,345000
92648,531390,2009,82,1,1.0,0,1,0,1,2,3,2009,7500,1,5833,7500,6375
90272,531390,2009,120,3,1.0,0,3,0,1,2,1,2009,5000,0,0,5000,4250
91941,531190,2000,300,2,1.0,0,2,1,1,0,1,1999,266400,0,0,266400,199800
91914,531210,2008,289,1,1.0,1,1,1,1,0,1,2008,479000,1,237180,479000,359250
95127,532230,2009,73,2,1.0,0,2,0,1,2,1,2009,25000,1,23426,25000,21250
94044,532230,2009,84,2,1.0,1,2,0,1,2,1,2009,25000,0,0,25000,21250
95356,531210,2009,56,1,1.0,0,1,0,1,1,1,2009,32375,1,9733,10000,5000
91750,531390,2009,110,2,1.0,2,2,0,1,2,1,2009,10000,1,9645,10000,8500
95620,532412,2000,60,1,2.0,0,0,1,1,0,2,2001,52200,0,0,52200,41760
94401,531210,2008,300,9,1.0,9,0,1,1,0,1,2008,712700,0,0,712700,534525
94587,531210,2000,300,10,1.0,6,16,1,1,0,1,1999,427500,0,0,427500,320625
90026,532230,2000,120,1,1.0,2,1,1,1,0,1,2000,200000,0,0,200000,150000
92683,532230,1989,120,4,1.0,0,0,0,0,2,1,1989,80000,0,0,80000,70240
93060,531390,2009,99,2,2.0,0,2,0,1,2,3,2009,10000,1,8933,10000,9000
91352,532490,2008,240,1,1.0,1,0,1,1,0,1,2008,215000,0,0,215000,215000
90222,532230,1989,300,1,1.0,0,0,0,0,2,1,1989,93000,0,0,93000,83700
92024,531210,2009,300,1,1.0,1,1,0,1,2,1,2009,1665000,0,0,1665000,1498500
92780,532112,2000,60,1,1.0,0,1,1,1,1,1,1999,48270,0,0,25000,12500
92562,531210,2009,300,4,1.0,0,4,0,1,2,1,2009,285000,0,0,285000,256500
91201,532299,2009,90,2,1.0,0,2,0,1,2,1,2009,243000,0,0,243000,218700
91362,532490,2008,84,15,1.0,3,18,1,1,0,1,2008,250000,0,0,250000,125000
92082,532411,2009,84,5,1.0,0,5,0,2,2,1,2009,50000,0,0,50000,25000
92691,532230,1989,120,10,2.0,0,0,0,0,2,1,1989,252000,0,0,252000,214200
90026,532230,2000,300,18,1.0,0,0,1,1,2,1,1999,255000,0,0,255000,191250
92227,531210,2008,46,3,1.0,3,3,1,2,3,1,2010,200000,1,183645,200000,100000
93003,533110,1989,120,4,1.0,0,0,0,0,2,1,1989,85000,0,0,85000,63750
92590,532120,2009,120,24,1.0,24,24,0,1,2,1,2009,936000,0,0,936000,842400
90650,532230,1989,84,3,1.0,0,0,0,0,2,1,1989,50000,0,0,60000,45000
90802,531311,2008,92,40,1.0,10,30,1,1,0,1,2008,235000,1,211800,235000,176250
93701,532230,1989,216,4,1.0,0,0,0,0,2,1,1989,115000,0,0,115000,86250
91356,531320,2009,64,1,1.0,0,1,0,1,2,1,2009,25000,1,22990,25000,22500
91932,531210,2000,120,5,1.0,0,0,1,1,2,1,1999,125000,0,0,125000,93750
91355,531390,2008,240,4,1.0,6,0,1,1,0,1,2009,803000,0,0,803000,803000
95525,532120,1989,24,3,1.0,0,0,0,0,2,1,1989,49500,0,0,49500,44550
95382,531311,2009,84,7,1.0,0,7,0,2,1,1,2009,50570,0,0,30000,15000
95066,532230,1989,96,10,1.0,0,0,0,0,2,1,1989,50000,0,0,50000,45000
92064,532230,1989,120,1,2.0,0,0,88407,0,2,1,1989,250000,0,0,250000,212500
90745,532112,1989,300,12,1.0,0,0,0,0,2,1,1989,212000,0,0,212000,180200
92101,531210,2009,84,1,1.0,2,3,0,1,1,1,2009,122049,0,0,50000,25000
95825,532230,1989,84,10,2.0,0,0,0,0,2,1,1989,200000,0,0,200000,170000
92227,532230,1989,240,16,1.0,0,0,0,0,2,1,1990,171000,0,0,171000,128250
91606,532230,2009,102,2,1.0,1,2,0,1,2,1,2009,10000,1,9057,10000,9000
92114,531311,2009,120,2,2.0,5,2,0,1,2,1,2009,10000,0,0,10000,9000
95404,532230,1989,84,27,1.0,0,0,1,0,2,1,1989,125000,0,0,125000,112500
91901,532230,2000,240,2,1.0,6,6,1,1,2,1,2000,180000,0,0,180000,180000
90211,532112,1990,120,7,1.0,0,0,1,0,2,1,1990,550000,0,0,550000,465850
92675,532230,1990,155,12,2.0,0,0,1,0,2,1,1990,230000,0,0,230000,195500
90301,532112,1990,240,1,1.0,0,0,1,0,2,1,1990,270000,0,0,270000,229500
95661,531311,2009,94,2,1.0,4,2,0,1,2,1,2009,435000,1,398632,435000,391500
96093,532230,2000,120,2,1.0,2,2,1,2,0,1,2000,138000,0,0,138000,103500
91502,532490,2009,120,23,1.0,0,22,0,1,2,1,2009,1500000,0,0,1500000,1350000
95120,532230,1990,300,1,2.0,0,0,1,0,2,1,1990,120000,0,0,120000,108000
95129,532230,1990,84,3,2.0,0,0,1,0,2,1,1990,115000,0,0,115000,103500
93003,531210,2000,300,6,1.0,6,6,1,1,0,1,2000,348000,0,0,348000,261000
92865,531210,2000,240,3,1.0,3,3,67219,1,2,1,2000,723000,0,0,750000,750000
90278,532230,2000,110,5,1.0,0,5,1,1,0,1,2000,65000,1,62767,65000,52000
92707,532230,1990,84,4,2.0,0,0,1,0,2,1,1990,80000,0,0,80000,72000
94925,532230,2000,300,3,1.0,0,0,1,1,2,1,2000,480000,0,0,480000,360000
94401,531390,2009,109,1,1.0,0,1,0,1,2,1,2009,7500,1,7277,7500,6750
92054,531210,2000,52,6,1.0,0,6,1,1,0,1,2000,125000,1,103524,125000,93750
95661,532490,2000,60,8,1.0,2,8,1,1,1,1,2000,75000,0,0,75000,37500
94501,532230,2009,84,3,1.0,0,3,0,1,2,1,2009,25000,0,0,25000,22500
90744,532210,2009,84,4,1.0,1,4,1,1,0,1,2009,200000,0,0,200000,150000
92408,533110,1990,120,6,2.0,0,0,49952,0,2,1,1990,90000,0,0,90000,81000
91605,532490,2000,120,10,1.0,0,10,1,1,0,1,2000,200000,0,0,200000,150000
92020,532230,1990,300,5,2.0,0,0,1,0,2,1,1990,100000,0,0,100000,90000
92037,531390,2009,300,8,1.0,2,8,0,1,2,1,2009,1556000,0,0,1556000,1400400
91352,532490,2010,120,36,1.0,4,0,0,1,2,1,2010,504000,0,0,504000,453600
90266,531120,2010,300,4,1.0,0,4,0,1,2,1,2010,872400,0,0,900000,810000
91752,532230,1990,120,1,1.0,0,0,1,0,2,1,1990,60000,0,0,60000,54000
90007,531120,2010,300,5,1.0,2,7,0,1,2,1,2009,580000,0,0,580000,522000
95076,531210,2000,288,1,1.0,0,1,1,1,0,1,2000,225000,0,0,225000,168750
93638,531210,2000,84,5,1.0,3,5,68905,2,0,1,2000,40000,0,0,40000,32000
92008,531210,2000,306,13,1.0,12,13,1,1,0,1,2000,1000000,0,0,1000000,750000
90302,532490,2000,84,55,1.0,10,55,1,1,0,1,2000,250000,0,0,250000,187500
91203,532490,2000,240,13,1.0,0,0,1,1,2,1,2000,574000,0,0,574000,430500
95131,531120,2010,300,2,2.0,2,2,0,1,2,1,2009,446800,0,0,446800,402120
90292,532230,2000,120,5,1.0,0,5,1,1,0,1,2000,250000,0,0,250000,187500
92675,533110,1990,96,4,1.0,0,0,1,0,2,1,1990,150000,0,0,150000,135000
92562,532490,2010,300,1,2.0,9,0,0,1,2,1,2009,632100,0,0,632100,568890
92571,532412,2010,300,12,1.0,0,12,0,1,2,1,2009,1177500,0,0,1177500,1059750
92102,532111,2000,240,6,1.0,4,6,1,1,2,1,2000,129000,0,0,129000,129000
90031,532490,2000,300,9,1.0,0,9,1,1,0,1,2000,675000,0,0,675000,506250
92802,532111,2000,240,5,1.0,5,5,1,1,0,1,2000,183619,0,0,185000,138750
94585,531311,2010,92,1,2.0,1,1,0,1,2,1,2009,5000,1,4331,5000,4500
92121,531312,2010,300,32,1.0,0,32,0,1,2,1,2010,2000000,0,0,2000000,1500000
95682,532111,2000,60,1,1.0,0,1,1,1,0,1,2000,25200,0,0,25200,20160
90005,531210,2000,300,10,1.0,0,10,28236,1,0,1,2000,500000,0,0,500000,362700
94901,531190,2010,300,3,1.0,0,3,0,1,2,1,2010,1150000,0,0,1150000,1035000
93263,531120,2010,300,2,1.0,0,2,0,2,2,1,2009,300000,0,0,300000,225000
91723,531210,2000,303,2,1.0,0,2,1,1,0,1,2000,222000,0,0,222000,166500
92663,531390,2010,84,5,1.0,0,5,0,1,1,1,2009,71015,0,0,25000,12500
92844,532111,2010,84,20,1.0,2,20,0,1,2,1,2010,450000,0,0,450000,405000
93401,531210,2010,91,0,1.0,2,0,0,2,2,1,2010,100000,1,96262,100000,90000
90640,531210,2010,240,15,1.0,0,15,0,1,2,1,2010,327000,0,0,327000,294300
92243,531210,2010,110,4,1.0,0,4,0,2,2,1,2010,200000,1,191431,200000,180000
92082,532230,1990,300,2,2.0,0,0,1,0,2,1,1990,161000,0,0,161000,128800
91709,533110,2010,300,3,1.0,0,3,0,1,2,1,2010,618000,0,0,618000,556200
95069,532412,2000,180,3,2.0,2,5,1,1,0,1,2000,500000,0,0,500000,375000
93550,531210,2000,300,2,1.0,5,2,1,1,0,1,2000,135000,0,0,135000,101250
92673,531311,2010,60,13,1.0,8,5,0,1,2,1,2010,100000,0,0,100000,50000
92111,531110,2000,300,26,1.0,0,26,1,1,0,1,2000,1344400,0,0,1344400,680857
92111,531110,2000,300,26,1.0,0,26,1,1,0,1,2000,136500,0,0,136500,69129
90301,531311,2010,300,10,1.0,0,10,0,1,2,1,2010,225000,0,0,225000,202500
92806,532490,2010,120,150,2.0,0,150,0,1,2,1,2010,1665000,0,0,1665000,1498500
95816,531210,2000,300,57,1.0,0,57,1,1,0,1,2000,193000,0,0,193000,144750
92651,531190,2000,300,4,1.0,0,4,1,1,0,1,2000,126000,0,0,126000,94500
94588,532111,2000,240,18,1.0,14,18,1,1,2,1,2001,619000,0,0,688000,688000
95765,532490,2000,60,5,1.0,0,5,1,1,1,1,2000,64270,0,0,50000,25000
91304,532230,2000,300,5,1.0,2,7,1,1,0,1,2000,594000,0,0,594000,445500
91709,533110,2010,300,3,1.0,0,3,0,1,2,1,2010,250000,0,0,250000,225000
92805,531110,2000,300,130,1.0,4,130,1,1,0,1,2000,1149000,0,0,1149000,749998
92688,531190,2000,240,16,1.0,17,0,1,1,2,1,2001,577000,0,0,577000,577000
91761,532111,2000,84,2,2.0,20,20,81800,1,0,1,2001,292500,0,0,500000,375000
95949,532230,2001,120,3,1.0,0,3,1,1,0,1,2000,115400,0,0,115400,86550
95115,531210,2001,300,1,1.0,0,1,1,1,0,1,2001,333000,0,0,333000,249750
95383,532230,2001,8,5,1.0,0,0,1,1,0,2,2000,127500,1,32877,127500,95625
93117,532292,2001,114,2,2.0,2,2,1,1,0,1,2000,25000,0,0,25000,20000
91786,531210,2001,300,10,1.0,0,10,1,1,0,1,2000,517500,0,0,517500,388125
92618,531120,2001,306,6,1.0,0,6,1,1,0,1,2000,607000,0,0,607000,455250
95945,532291,2001,106,14,1.0,2,16,1,1,0,1,2000,400000,1,279312,400000,300000
92118,531210,2001,83,2,1.0,1,2,1,1,1,1,2000,92370,0,0,88000,44000
95683,531210,2010,59,2,1.0,5,2,0,1,1,1,2010,69845,1,33862,35000,17500
94545,531311,2001,240,47,1.0,4,0,1,1,0,1,2001,414000,0,0,414000,414000
95134,532299,2010,99,3,1.0,4,3,0,1,2,1,2010,10000,1,9090,10000,9000
91406,532412,2010,84,2,1.0,0,2,0,1,2,1,2010,50300,0,0,50300,25150
95678,531320,2010,240,14,1.0,8,0,0,1,2,1,2010,215000,0,0,215000,215000
92865,532490,2001,240,5,1.0,5,0,1,1,2,1,2001,163000,0,0,163000,163000
91203,531210,2001,87,10,1.0,2,10,1,1,0,1,2001,100000,0,0,100000,80000
94533,531311,2010,84,1,1.0,0,1,0,1,2,1,2010,135000,0,0,135000,121500
91607,531312,2010,84,14,2.0,20,34,0,1,1,1,2010,50000,0,0,50000,25000
92028,532230,1990,84,2,2.0,0,0,1,0,2,1,1990,35000,0,0,35000,31500
92101,531210,2001,240,15,1.0,5,15,1,1,2,1,2002,536000,0,0,536000,536000
92590,531320,2001,240,3,1.0,5,3,1,1,2,1,2002,162000,0,0,188000,188000
92116,531210,2001,240,7,1.0,3,4,1,1,2,1,2001,150000,0,0,250000,250000
93307,532412,2001,240,5,1.0,5,0,1,1,2,1,2001,314000,0,0,338000,338000
90404,531210,2001,36,4,1.0,0,4,1,1,1,1,2001,55000,0,0,55000,27500
92887,531210,2001,36,3,1.0,3,3,1,1,1,1,2001,75000,0,0,75000,37500
92840,531311,2010,104,4,1.0,0,4,0,1,2,1,2010,15000,1,13800,15000,12750
92708,532490,2001,240,18,1.0,10,0,1,1,2,1,2001,440000,0,0,440000,440000
90670,532412,2001,109,2,2.0,0,0,1,1,2,1,2002,229200,0,0,229200,171900
91302,531311,2010,84,1,1.0,0,1,0,1,1,1,2010,158772,0,0,20000,10000
93635,532230,2001,300,2,1.0,0,2,1,1,0,1,2001,125100,0,0,125100,93825
91748,532230,1990,108,3,2.0,0,0,1,0,2,1,1990,200000,0,0,243000,206550
91311,532230,1990,120,4,2.0,0,0,1,0,2,1,1990,90000,0,0,90000,72000
91408,532490,2001,120,68,1.0,2,2,1,1,0,1,2001,1000000,0,0,1000000,750000
93240,531210,2001,84,1,2.0,4,1,1,1,0,1,2001,100000,0,0,100000,80000
91352,532490,2001,120,3,1.0,1,3,1,1,0,1,2001,100000,0,0,100000,75000
91763,531120,2001,240,40,1.0,20,0,1,1,2,1,2001,635000,0,0,751000,751000
92625,531390,2010,84,1,2.0,1,1,0,1,1,1,2010,29700,0,0,24700,12350
90066,531120,2001,303,1,1.0,0,1,1,1,0,1,2001,1000000,0,0,1000000,750000
91352,532490,2010,84,3,1.0,1,3,0,1,2,1,2010,205000,0,0,205000,153750
95376,532411,2001,60,1,2.0,0,0,1,1,0,2,2001,30000,0,0,30000,25500
92618,531210,2010,84,10,1.0,0,10,0,1,1,1,2010,250000,0,0,250000,125000
95051,531210,2010,240,1,1.0,7,0,68905,1,2,1,2010,452000,0,0,452000,452000
93309,531390,2010,120,1,1.0,1,1,0,2,2,1,2010,55000,0,0,55000,46750
91320,532291,2001,300,6,1.0,0,6,1,1,0,1,2001,638000,0,0,701400,526050
92243,531210,2001,84,1,2.0,8,8,69149,2,0,1,2001,80000,0,0,80000,68000
94507,532111,2001,120,2,1.0,1,3,1,1,0,1,2001,220000,0,0,220000,165000
92315,531210,2001,300,3,1.0,7,10,1,1,0,1,2001,306000,0,0,306000,229500
93308,532490,2001,240,2,1.0,0,0,1,1,2,1,2001,322400,0,0,322400,241800
92360,532230,1990,120,2,2.0,0,0,1,0,2,1,1990,150000,0,0,150000,120000
95472,531120,2001,300,20,1.0,10,20,1,1,0,1,2001,750000,0,0,750000,562500
92104,532120,2001,240,12,1.0,4,12,1,1,2,1,2001,249000,0,0,256000,256000
92807,532210,2001,84,2,1.0,3,2,1,1,0,1,2002,250000,0,0,250000,187500
90638,532230,2001,42,2,1.0,0,2,1,1,1,1,2001,30000,1,29979,30000,15000
95066,532230,1991,96,10,1.0,0,0,1,0,2,1,1990,25000,0,0,25000,22500
93063,532490,2011,84,24,1.0,0,24,0,1,2,1,2010,495000,0,0,495000,445500
94014,531120,2011,300,6,1.0,0,6,0,1,2,1,2010,538000,0,0,551000,495900
93401,532292,2001,300,10,1.0,0,0,1,2,2,1,2001,409500,0,0,409500,307125
90034,531312,2011,300,14,1.0,0,14,0,1,2,1,2010,510000,0,0,510000,459000
91301,532230,1991,120,6,2.0,0,0,88407,0,2,1,1991,200000,0,0,200000,170000
91011,532230,1991,76,2,2.0,0,0,1,0,2,1,1991,60000,0,0,60000,54000
91506,532299,2001,300,4,1.0,2,2,1,1,0,1,2001,222700,0,0,222700,167025
95376,531210,2001,240,6,1.0,2,0,68905,1,2,1,2001,158000,0,0,158000,158000
92804,532230,1991,84,1,1.0,0,0,1,0,2,1,1991,80000,0,0,80000,72000
91301,532230,1991,120,2,2.0,0,0,88407,0,2,1,1991,210000,0,0,210000,178500
95076,531120,2011,120,1,1.0,0,1,0,2,2,1,2010,500000,0,0,500000,450000
91405,532490,2001,120,1,1.0,1,1,1,1,0,1,2001,254500,0,0,254500,190875
92807,533110,1991,240,60,1.0,18,42,1,0,2,1,1992,619000,0,0,619000,619000
91326,532230,1991,120,5,1.0,0,0,1,0,2,1,1991,50000,0,0,50000,40000
95060,531210,2011,84,1,1.0,0,1,0,1,2,1,2010,150000,0,0,150000,135000
90201,532230,2001,84,2,1.0,0,2,1,1,0,1,2001,99000,0,0,99000,84150
90302,532412,2001,300,3,1.0,0,0,1,1,2,1,2001,330000,0,0,330000,247500
95971,531130,2011,300,1,1.0,0,1,0,1,2,1,2010,512000,0,0,512000,460800
91722,531210,2001,300,13,1.0,0,13,1,1,0,1,2001,157000,0,0,157000,117750
90278,532111,1991,84,3,1.0,0,0,1,0,2,1,1991,75000,0,0,75000,67500
94710,532490,2001,120,4,1.0,0,0,1,1,2,1,2001,455000,0,0,455000,341250
95501,531210,2011,84,2,1.0,0,2,0,2,1,1,2010,12781,0,0,10000,5000
94710,532490,2001,60,4,1.0,0,4,1,1,1,1,2001,35000,0,0,35000,17500
93726,531190,2011,120,3,2.0,0,3,0,1,2,1,2010,90000,0,0,90000,81000
92503,531210,2011,300,40,1.0,0,40,0,1,2,1,2010,271800,0,0,271800,244620
91006,531210,2001,240,2,1.0,3,0,1,1,0,1,2001,181000,0,0,181000,181000
93108,532230,1991,84,5,1.0,0,0,1,0,2,1,1991,140000,0,0,140000,126000
90006,532230,2001,300,35,1.0,0,35,1,1,0,1,2001,333000,0,0,333000,249750
94538,531120,2001,300,5,1.0,1,5,1,1,0,1,2001,311600,0,0,345000,258750
90803,532230,2001,300,20,1.0,0,20,1,1,0,1,2001,254500,0,0,260000,195000
92243,531311,2011,14,7,1.0,0,8,0,2,1,1,2010,285000,0,0,200000,100000
94103,531210,2001,300,6,1.0,4,2,1,1,0,1,2001,545000,0,0,545000,408750
91502,532210,2011,300,6,1.0,6,12,0,1,2,1,2010,2315000,0,0,2350000,2115000
95370,532112,1991,300,2,1.0,0,0,1,0,2,1,1991,240000,0,0,240000,204000
95205,531120,2001,300,50,1.0,0,0,1,1,2,1,2001,143000,0,0,143000,107250
94109,531210,2001,240,2,1.0,0,2,1,1,0,1,2001,434000,0,0,434000,434000
92069,532111,1991,31,1,2.0,0,0,1,0,2,1,1991,60000,1,5604,60000,54000
94577,532120,1991,84,9,1.0,0,0,1,0,2,1,1991,369000,0,0,369000,295200
95987,532490,2001,84,3,2.0,1,3,1,1,1,1,2001,30619,0,0,50000,25000
92656,531210,2001,240,600,1.0,40,0,69149,1,2,1,2002,1000000,0,0,1000000,1000000
92131,531210,2011,63,1,1.0,3,4,0,1,1,1,2010,26289,1,23246,25000,12500
91910,532111,1991,60,1,1.0,0,0,1,0,2,1,1991,288000,0,0,288000,244800
92109,531311,2001,120,12,1.0,0,0,1,1,2,1,2001,270000,0,0,270000,202500
94550,533110,1991,120,2,2.0,0,0,66450,0,2,1,1991,58000,0,0,58000,52200
95540,532412,2001,108,2,1.0,0,2,1,2,0,1,2001,135000,0,0,135000,114750
92126,532230,1991,180,13,1.0,0,0,88407,0,2,1,1992,150000,0,0,211900,180115
91604,532230,1991,87,4,2.0,0,0,1,0,2,1,1992,183000,0,0,183000,150060
95301,532230,1991,138,3,1.0,0,0,1,0,2,1,1991,89000,1,74525,89000,80100
94002,532230,1991,84,3,1.0,0,0,1,0,2,1,1991,60000,0,0,60000,54000
90640,531210,2001,300,1,1.0,0,1,1,1,0,1,2001,220000,0,0,220000,165000
95662,532230,1991,120,2,2.0,0,0,1,0,2,1,1991,94000,0,0,94000,75200
92324,532412,2001,120,3,1.0,1,2,1,1,0,1,2001,435000,0,0,435000,326250
95901,532230,1991,240,8,2.0,0,0,1,0,2,1,1991,222280,0,0,265500,225675
92373,532230,1991,240,7,1.0,0,0,1,0,2,1,1991,110000,0,0,110000,99000
